# CREATED BY GENE DIAGNOSTICS TOOL on Fri Feb 19 21:40:12 2021
# diag: timetrace, run(s): 0003, time window: 0-10000(4133 steps), species: ions
# original data path: /marconi_scratch/userexternal/cmoreno0/GAM_HP_scan/scanfiles0000/
# normalization: L_ref=1.65m
#
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9992E-01  0.0000E+00
  2.4200E+00  9.3345E-01 -8.3599E-03
  4.8400E+00  8.4963E-01 -1.5152E-02
  7.2600E+00  8.0057E-01 -2.0987E-02
  9.6800E+00  7.4581E-01 -2.6082E-02
  1.2100E+01  6.9130E-01 -3.0310E-02
  1.4520E+01  6.5080E-01 -3.3837E-02
  1.6940E+01  6.2314E-01 -3.6930E-02
  1.9360E+01  6.0590E-01 -3.9799E-02
  2.1780E+01  5.9735E-01 -4.2612E-02
  2.4200E+01  5.9447E-01 -4.5479E-02
  2.6620E+01  5.9412E-01 -4.8439E-02
  2.9040E+01  5.9359E-01 -5.1472E-02
  3.1460E+01  5.9074E-01 -5.4529E-02
  3.3880E+01  5.8438E-01 -5.7535E-02
  3.6300E+01  5.7406E-01 -6.0415E-02
  3.8720E+01  5.6019E-01 -6.3108E-02
  4.1140E+01  5.4364E-01 -6.5572E-02
  4.3560E+01  5.2545E-01 -6.7788E-02
  4.5980E+01  5.0678E-01 -6.9761E-02
  4.8400E+01  4.8841E-01 -7.1505E-02
  5.0820E+01  4.7122E-01 -7.3052E-02
  5.3240E+01  4.5517E-01 -7.4432E-02
  5.5660E+01  4.4046E-01 -7.5667E-02
  5.8080E+01  4.2685E-01 -7.6779E-02
  6.0500E+01  4.1399E-01 -7.7778E-02
  6.2920E+01  4.0145E-01 -7.8667E-02
  6.5340E+01  3.8910E-01 -7.9444E-02
  6.7760E+01  3.7652E-01 -8.0100E-02
  7.0180E+01  3.6382E-01 -8.0630E-02
  7.2600E+01  3.5096E-01 -8.1037E-02
  7.5020E+01  3.3683E-01 -8.1294E-02
  7.7440E+01  3.2302E-01 -8.1406E-02
  7.9860E+01  3.0992E-01 -8.1394E-02
  8.2280E+01  2.9640E-01 -8.1254E-02
  8.4700E+01  2.8289E-01 -8.0987E-02
  8.7120E+01  2.6991E-01 -8.0606E-02
  8.9540E+01  2.5727E-01 -8.0119E-02
  9.1960E+01  2.4484E-01 -7.9530E-02
  9.4380E+01  2.3274E-01 -7.8842E-02
  9.6800E+01  2.2105E-01 -7.8064E-02
  9.9220E+01  2.0970E-01 -7.7201E-02
  1.0164E+02  1.9859E-01 -7.6257E-02
  1.0406E+02  1.8771E-01 -7.5232E-02
  1.0648E+02  1.7714E-01 -7.4133E-02
  1.0890E+02  1.6688E-01 -7.2963E-02
  1.1132E+02  1.5691E-01 -7.1728E-02
  1.1374E+02  1.4726E-01 -7.0432E-02
  1.1616E+02  1.3800E-01 -6.9081E-02
  1.1858E+02  1.2913E-01 -6.7681E-02
  1.2100E+02  1.2066E-01 -6.6239E-02
  1.2342E+02  1.1258E-01 -6.4761E-02
  1.2584E+02  1.0491E-01 -6.3251E-02
  1.2826E+02  9.7658E-02 -6.1715E-02
  1.3068E+02  9.0819E-02 -6.0159E-02
  1.3310E+02  8.4380E-02 -5.8588E-02
  1.3552E+02  7.8321E-02 -5.7007E-02
  1.3794E+02  7.2641E-02 -5.5420E-02
  1.4036E+02  6.7343E-02 -5.3831E-02
  1.4278E+02  6.2423E-02 -5.2246E-02
  1.4520E+02  5.7881E-02 -5.0669E-02
  1.4762E+02  5.3680E-02 -4.9103E-02
  1.5004E+02  4.9833E-02 -4.7552E-02
  1.5246E+02  4.6338E-02 -4.6022E-02
  1.5488E+02  4.3161E-02 -4.4514E-02
  1.5730E+02  4.0305E-02 -4.3032E-02
